stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2008,Kroger Maumee,REYNOLDS RD & W DUSSEL DR,41.58364,-83.666607,,,,,,0
2011,Laskey & Clover SW,W LASKEY RD & CLOVER LN,41.705661,-83.639256,,,,,,0
2012,Laskey & Estero NE,W LASKEY RD & ESTERO PL,41.705645,-83.643722,,,,,,0
2014,Laskey & Harvest NE,W LASKEY RD & HARVEST LN,41.705941,-83.632664,,,,,,0
2015,Laskey & Harvest SW,W LASKEY RD & HARVEST LN,41.70577,-83.634,,,,,,0
2019,Laskey & Kathy NE,W LASKEY RD & KATHY LN,41.705707,-83.639557,,,,,,0
2020,Laskey & Oak Ridge NE,W LASKEY RD & OAK RIDGE DR,41.706232,-83.626867,,,,,,0
2021,Laskey & Secor SW,W LASKEY RD & SECOR RD,41.706122,-83.627036,,,,,,0
2029,Lime City & Lewis SW,LIME CITY RD & LEWIS ST,41.600249,-83.567555,,,,,,0
2031,Lime City & Schreier NW,LIME CITY RD & SCHREIER RD,41.598002,-83.567546,,,,,,0
2033,Lehman & 282nd NE,LEHMAN AVE & 282ND ST,41.701656,-83.492299,,,,,,0
2034,Lehman & 285th SW,LEHMAN AVE & 285TH ST,41.701624,-83.491423,,,,,,0
2035,Lehman & 286th NE,LEHMAN AVE & 286TH ST,41.701706,-83.489288,,,,,,0
2036,Lehman & 288th NE,LEHMAN AVE & 288TH ST,41.701734,-83.488295,,,,,,0
2037,Lehman & 288th SW,LEHMAN AVE & 288TH ST,41.701643,-83.488612,,,,,,0
2038,Lehman & 290th SW,LEHMAN AVE & 290TH ST,41.701707,-83.486248,,,,,,0
2039,Lehman & Dahlia SE,LEHMAN AVE & DAHLIA DR,41.701562,-83.493328,,,,,,0
2040,Lehman & Suder NE,LEHMAN AVE & SUDER AVE,41.701556,-83.497471,,,,,,0
2041,Lagrange & Austin NW,LAGRANGE ST & AUSTIN ST,41.673687,-83.538396,,,,,,0
2042,Lagrange & Bancroft NW,LAGRANGE ST & E BANCROFT ST,41.666475,-83.533836,,,,,,0
2043,Lagrange & Bancroft SE,LAGRANGE ST & E BANCROFT ST,41.66626,-83.533439,,,,,,0
2044,Lagrange & Central NW,LAGRANGE ST & E CENTRAL AVE,41.678934,-83.54068,,,,,,0
2045,Lagrange & Champlain NW,LAGRANGE ST & CHAMPLAIN ST,41.662596,-83.53056,,,,,,0
2046,Lagrange & Champlain SE,LAGRANGE ST & CHAMPLAIN ST,41.662469,-83.530155,,,,,,0
2047,Lagrange & Delaware SE,LAGRANGE ST & E DELAWARE AVE,41.671172,-83.537127,,,,,,0
2048,Lagrange & Delaware SW,LAGRANGE ST & E DELAWARE AVE,41.671439,-83.53743,,,,,,0
2049,Lagrange & Erie NW,LAGRANGE ST & N ERIE ST,41.660268,-83.528496,,,,,,0
2050,Lagrange & Everett SE,LAGRANGE ST & EVERETT ST,41.675399,-83.538973,,,,,,0
2051,Lagrange & George SW,LAGRANGE ST & GEORGE ST,41.66473,-83.53239,,,,,,0
2052,Lagrange & Lake NW,LAGRANGE ST & E LAKE ST,41.685089,-83.54336,,,,,,0
2053,Lagrange & Mabel SE,LAGRANGE ST & MABEL ST,41.690797,-83.545334,,,,,,0
2054,Lagrange & Mabel SW,LAGRANGE ST & MABEL ST,41.691101,-83.545608,,,,,,0
2055,Lagrange & Majestic SE,LAGRANGE ST & MAJESTIC DR,41.686381,-83.543691,,,,,,0
2056,Lagrange & Mettler NW,LAGRANGE ST & METTLER ST,41.675604,-83.539245,,,,,,0
2057,Lagrange & Moss NE,LAGRANGE ST & MOSS ST,41.673973,-83.538346,,,,,,0
2058,Lagrange & Mont Royal NW,LAGRANGE ST & MONT ROYAL DR,41.687667,-83.544342,,,,,,0
2059,Lagrange & Oakland NW,LAGRANGE ST & E OAKLAND ST,41.682561,-83.542274,,,,,,0
2060,Lagrange & Oakland SE,LAGRANGE ST & E OAKLAND ST,41.681998,-83.541836,,,,,,0
2061,Lagrange & Ontario SE,LAGRANGE ST & N ONTARIO ST,41.660167,-83.528303,,,,,,0
2062,Lagrange & Page NW,LAGRANGE ST & PAGE ST,41.669116,-83.536073,,,,,,0
2063,Lagrange & Page SE,LAGRANGE ST & PAGE ST,41.668748,-83.535572,,,,,,0
2064,Lagrange & Palmer NW,LAGRANGE ST & PALMER ST,41.672489,-83.537903,,,,,,0
2065,Lagrange & Pearl SE,LAGRANGE ST & E PEARL ST,41.683657,-83.542567,,,,,,0
2066,Lagrange & S. Expressway SE,LAGRANGE ST & S EXPRESSWAY DR,41.687927,-83.54426,,,,,,0
2067,Lagrange & Sherman NW,LAGRANGE ST & SHERMAN ST,41.66797,-83.535114,,,,,,0
2068,Lagrange & Sherman SE,LAGRANGE ST & SHERMAN ST,41.667546,-83.534575,,,,,,0
2069,Lagrange & Streicher NW,LAGRANGE ST & E STREICHER ST,41.680707,-83.541478,,,,,,0
2070,Lagrange & Streicher SE,LAGRANGE ST & E STREICHER ST,41.680221,-83.541059,,,,,,0
2071,Lagrange & Superior NW,LAGRANGE ST & N SUPERIOR ST,41.658135,-83.526775,,,,,,0
2072,Lagrange & Superior SE,LAGRANGE ST & N SUPERIOR ST,41.658006,-83.526439,,,,,,0
2073,Lagrange & Utica SE,LAGRANGE ST & UTICA ST,41.665125,-83.532411,,,,,,0
2074,Lincoln & Detroit NW,LINCOLN AVE & N DETROIT AVE,41.657347,-83.57534,,,,,,0
2075,Lincoln & Hoag NW,LINCOLN AVE & HOAG ST,41.65739,-83.572723,,,,,,0
2076,Lincoln & Lawrence NE,LINCOLN AVE & LAWRENCE AVE,41.657525,-83.562551,,,,,,0
2077,Lincoln & Forest NE,LINCOLN AVE & FOREST AVE,41.657424,-83.569084,,,,,,0
2078,Lincoln & Smead NE,LINCOLN AVE & SMEAD AVE,41.657248,-83.580009,,,,,,0
2079,Lincoln & Waite NE,LINCOLN AVE & WAITE AVE,41.657463,-83.566044,,,,,,0
2081,Lewis & McDonald NW,LEWIS AVE & ALCOTT ST,41.698243,-83.566002,,,,,,0
2082,Lewis & Alexis SE,LEWIS AVE & W ALEXIS RD,41.720014,-83.566412,,,,,,0
2083,Lewis & Alexis SW,LEWIS AVE & W ALEXIS RD,41.721106,-83.566676,,,,,,0
2084,Lewis & Branleigh NW,LEWIS AVE & BRANLEIGH DR,41.696294,-83.565822,,,,,,0
2085,Lewis & Branleigh SE,LEWIS AVE & BRANLEIGH DR,41.696047,-83.565607,,,,,,0
2086,Lewis & Cribb NW,LEWIS AVE & CRIBB ST,41.70523,-83.566103,,,,,,0
2087,Lewis & Custer NW,LEWIS AVE & CUSTER DR,41.70902,-83.566207,,,,,,0
2088,Lewis & Custer SE,LEWIS AVE & CUSTER DR,41.708015,-83.566012,,,,,,0
2089,Lewis & Gramercy SE,LEWIS AVE & W GRAMERCY AVE,41.703734,-83.565933,,,,,,0
2090,Lewis & Gramercy SW,LEWIS AVE & W GRAMERCY AVE,41.703866,-83.56607,,,,,,0
2091,Lewis & Kipling SE,LEWIS AVE & KIPLING DR,41.700696,-83.565885,,,,,,0
2092,Lewis & Kipling SW,LEWIS AVE & KIPLING DR,41.700676,-83.566005,,,,,,0
2093,Lewis & Linda NW,LEWIS AVE & LINDA DR,41.713656,-83.566365,,,,,,0
2094,Lewis & Mallett NW,LEWIS AVE & MALLETT ST,41.693978,-83.56547,,,,,,0
2095,Lewis & Mallett SE,LEWIS AVE & MALLETT ST,41.693531,-83.565388,,,,,,0
2096,Lewis & McDonald SE,LEWIS AVE & MCDONALD ST,41.698001,-83.56576,,,,,,0
2097,Lewis & Mayfair NE,LEWIS AVE & MAYFAIR BLVD,41.71188,-83.566122,,,,,,0
2098,Lewis & Mayfair NW,LEWIS AVE & MAYFAIR BLVD,41.712119,-83.566237,,,,,,0
2099,Lewis & Northgate NW,LEWIS AVE & W NORTHGATE PKWY,41.714622,-83.566394,,,,,,0
2100,Lewis & Northgate SE,LEWIS AVE & W NORTHGATE PKWY,41.713625,-83.56622,,,,,,0
2101,Lewis & Slater SE,LEWIS AVE & SLATER ST,41.706154,-83.565988,,,,,,0
2102,Lewis & San Mateo NE,LEWIS AVE & SAN MATEO DR,41.716287,-83.566296,,,,,,0
2103,Lewis & San Mateo NNE,LEWIS AVE & SAN MATEO DR,41.717709,-83.566355,,,,,,0
2104,Lewis & San Mateo NNW,LEWIS AVE & SAN MATEO DR,41.717944,-83.566549,,,,,,0
2105,Lewis & San Mateo NW,LEWIS AVE & SAN MATEO DR,41.716407,-83.56645,,,,,,0
2106,Lewis & Southover NE,LEWIS AVE & SOUTHOVER RD,41.709283,-83.566065,,,,,,0
2107,Main & 2nd NE,MAIN ST & 2ND ST,41.647505,-83.522322,,,,,,0
2108,Main & 2nd SW,MAIN ST & 2ND ST,41.647231,-83.522094,,,,,,0
2109,Main & 4th NE,MAIN ST & 4TH ST,41.646246,-83.520899,,,,,,0
2110,Main & 6th SW,MAIN ST & 6TH ST,41.644492,-83.519224,,,,,,0
2111,Main & Brint NW,MAIN ST & BRINT RD,41.705486,-83.697291,,,,,,0
2112,Main & Convent NW,MAIN ST & CONVENT BLVD,41.709046,-83.701066,,,,,,0
2113,Main & Convent SW,MAIN ST & CONVENT BLVD,41.708323,-83.700314,,,,,,0
2114,Main & Erie SE,MAIN ST & ERIE ST,41.718517,-83.703145,,,,,,0
2115,Main & Front NE,MAIN ST & FRONT ST,41.648884,-83.523679,,,,,,0
2116,Main & Ian Cove NE,MAIN ST & IAN CV,41.706147,-83.697644,,,,,,0
2117,Main & Maplewood NW,MAIN ST & MAPLEWOOD AVE,41.718291,-83.703279,,,,,,0
2118,Main & Ravine NE,MAIN ST & RAVINE DR,41.710749,-83.701973,,,,,,0
2119,Main & Ravine NW,MAIN ST & RAVINE DR,41.710666,-83.702089,,,,,,0
2120,Main & Ravine SE,MAIN ST & RAVINE DR,41.709226,-83.701004,,,,,,0
2121,Main & Riverside SE,MAIN ST & RIVERSIDE DR,41.650078,-83.524945,,,,,,0
2122,Main & Starr NE,MAIN ST & STARR AVE,41.643934,-83.518386,,,,,,0
2123,Maumee & South NW,MAUMEE AVE & SOUTH AVE,41.631124,-83.550232,,,,,,0
2124,Maumee & Western NW,MAUMEE AVE & WESTERN AVE,41.63475,-83.5503,,,,,,0
2125,Maumee & Walbridge NW,MAUMEE AVE & WALBRIDGE AVE,41.632641,-83.550265,,,,,,0
2126,Mayo & Adrian NW,MAYO ST & ADRIAN ST,41.68478,-83.491981,,,,,,0
2127,Mayo & Adrian SW,MAYO ST & ADRIAN ST,41.684744,-83.491838,,,,,,0
2128,Mayo & Clifford NE,MAYO ST & CLIFFORD ST,41.684098,-83.492854,,,,,,0
2129,Mayo & Clifford SE,MAYO ST & CLIFFORD ST,41.684083,-83.492682,,,,,,0
2130,McCord & Brintwood NW,N MCCORD RD & BRINTWOOD DR,41.70272,-83.704166,,,,,,0
2133,McCord & Charlesgate NW,N MCCORD RD & CHARLESGATE RD,41.701308,-83.70412,,,,,,0
2134,McCord & Charlesgate SE,N MCCORD RD & CHARLESGATE RD,41.70078,-83.703932,,,,,,0
2135,McCord & Coppersmith SE,N MCCORD RD & COPPERSMITH RD,41.697547,-83.70379,,,,,,0
2136,McCord & Gaines Mill NW,N MCCORD RD & GAINES MILL DR,41.698219,-83.703958,,,,,,0
2137,McCord & Margate SE,N MCCORD RD & MARGATE BLVD,41.692437,-83.703504,,,,,,0
2138,McCord & Parkgate,N MCCORD RD & PARKGATE PL,41.702341,-83.703984,,,,,,0
2139,McCord & Sylvania NE,N MCCORD RD & SYLVANIA AVE,41.69056,-83.703428,,,,,,0
2140,McCord & Sylvania NW,N MCCORD RD & SYLVANIA AVE,41.690947,-83.703631,,,,,,0
2141,McCord & Worth NW,N MCCORD RD & WORTH AVE,41.692641,-83.703712,,,,,,0
2142,Madison & 10th NE,MADISON AVE & 10TH ST,41.653898,-83.540024,,,,,,0
2143,Madison & 12th NE,MADISON AVE & 12TH ST,41.654604,-83.541537,,,,,,0
2144,Madison & 15th NE,MADISON AVE & 15TH ST,41.655873,-83.54419,,,,,,0
2145,Madison & 18th NE,MADISON AVE & 18TH ST,41.657052,-83.546643,,,,,,0
2146,Madison & 22nd NE,MADISON AVE & 22ND ST,41.658639,-83.549997,,,,,,0
2147,Madison & 23rd NE,MADISON AVE & 23RD ST,41.659366,-83.551491,,,,,,0
2148,Madison & Woodruff NE,MADISON AVE & W WOODRUFF AVE,41.660074,-83.553016,,,,,,0
2149,Manhattan & Beaumont SW,E MANHATTAN BLVD & BEAUMONT DR,41.687345,-83.518606,,,,,,0
2150,Manhattan & Blackstone NE,E MANHATTAN BLVD & BLACKSTONE DR,41.687506,-83.518658,,,,,,0
2151,Manhattan & Brigham,E MANHATTAN BLVD & BRIGHAM ST,41.687107,-83.522348,,,,,,0
2152,Manhattan & Chrysler,E MANHATTAN BLVD & CHRYSLER DR,41.68804,-83.508145,,,,,,0
2153,Manhattan & Counter SW,E MANHATTAN BLVD & COUNTER ST,41.687862,-83.509354,,,,,,0
2154,Manhattan & Doyle NE,E MANHATTAN BLVD & DOYLE ST,41.687117,-83.524152,,,,,,0
2155,Manhattan & Doyle SW,E MANHATTAN BLVD & DOYLE ST,41.686947,-83.5248,,,,,,0
2156,Manhattan & Harvey SE,E MANHATTAN BLVD & HARVEY ST,41.687611,-83.513811,,,,,,0
2157,Manhattan & Harvey NE,E MANHATTAN BLVD & HARVEY ST,41.687815,-83.512019,,,,,,0
2158,Manhattan & Jeanette SW,E MANHATTAN BLVD & JEANETTE AVE,41.687279,-83.520069,,,,,,0
2159,Manhattan & Kirby SW,E MANHATTAN BLVD & KIRBY PL,41.68651,-83.531257,,,,,,0
2160,Manhattan & Maher NE,E MANHATTAN BLVD & MAHER ST,41.687354,-83.520398,,,,,,0
2161,Manhattan & Manhattan Manor NE,E MANHATTAN BLVD & SUDER AVE,41.689314,-83.493436,,,,,,0
2162,Manhattan & Mulberry NE,E MANHATTAN BLVD & MULBERRY ST,41.686662,-83.531169,,,,,,0
2163,Manhattan & New York NW,E MANHATTAN BLVD & NEW YORK AVE,41.688221,-83.505327,,,,,,0
2164,Manhattan & New York SW,E MANHATTAN BLVD & NEW YORK AVE,41.688114,-83.505645,,,,,,0
2165,Manhattan & Polk NE,E MANHATTAN BLVD & POLK PL,41.686863,-83.528367,,,,,,0
2166,Manhattan & Rock Court NE,E MANHATTAN BLVD & ROCK CT,41.687134,-83.522924,,,,,,0
2167,Manhattan & Regina Manor SW,E MANHATTAN BLVD & N SUMMIT ST,41.689769,-83.487187,,,,,,0
2168,Manhattan & Suder NE,E MANHATTAN BLVD & SUDER AVE,41.689082,-83.494864,,,,,,0
2170,Manhattan & Stickney NE,E MANHATTAN BLVD & STICKNEY AVE,41.687021,-83.526269,,,,,,0
2171,Manhattan & Stickney SW,E MANHATTAN BLVD & STICKNEY AVE,41.686762,-83.527626,,,,,,0
2172,Manhattan & Summit NW,E MANHATTAN BLVD & N SUMMIT ST,41.690167,-83.487184,,,,,,0
2173,Manhattan & Summit SW,E MANHATTAN BLVD & N SUMMIT ST,41.689826,-83.48552,,,,,,0
2174,Manhattan & Terrace NE,E MANHATTAN BLVD & TERRACE DR,41.688849,-83.498306,,,,,,0
2175,Manhattan & Wallace SE,E MANHATTAN BLVD & WALLACE BLVD,41.688354,-83.500906,,,,,,0
2176,Michigan & 4th SW,MICHIGAN AVE & 4TH ST,41.575739,-83.629042,,,,,,0
2178,Miami & Goodwin SW,MIAMI ST & GOODWIN AVE,41.620906,-83.538392,,,,,,0
2181,Miami & Oregon NE,MIAMI ST & OREGON RD,41.621048,-83.538415,,,,,,0
2182,Miami & Tadmore SE,MIAMI ST & TADMORE DR,41.621211,-83.537024,,,,,,0
2183,Michigan & Crystal NE,MICHIGAN AVE & CRYSTAL AVE,41.581547,-83.633601,,,,,,0
2184,Michigan & Edgerton,MICHIGAN AVE & EDGERTON DR,41.500863,-83.726922,,,,,,0
2185,Michigan & Fort SW,MICHIGAN AVE & FORT ST,41.581062,-83.633336,,,,,,0
2186,Michigan & Glenview SW,MICHIGAN AVE & GLEN VIEW DR,41.57686,-83.629925,,,,,,0
2187,Michigan & Karis NE,MICHIGAN AVE & KARIS ST,41.503308,-83.735515,,,,,,0
2188,Michigan & Meadow NE,MICHIGAN AVE & MEADOW AVE,41.579701,-83.632069,,,,,,0
2189,Michigan & Monroe NE,N MICHIGAN ST & MONROE ST,41.651452,-83.541799,,,,,,0
2190,Michigan & Wall SW,MICHIGAN AVE & WALL ST,41.580039,-83.632516,,,,,,0
2191,Michigan & Washington NE,N MICHIGAN ST & WASHINGTON ST,41.650444,-83.542551,,,,,,0
2192,Monroe & 12th NE,MONROE ST & 12TH ST,41.652049,-83.543801,,,,,,0
2193,Monroe & 12th SW,MONROE ST & 12TH ST,41.652384,-83.544761,,,,,,0
2194,Monroe & 14th NE,MONROE ST & 14TH ST,41.65302,-83.545839,,,,,,0
2195,Monroe & 14th SW,MONROE ST & 14TH ST,41.653096,-83.546271,,,,,,0
2196,Monroe & 16th SW,MONROE ST & 16TH ST,41.653974,-83.548174,,,,,,0
2197,Monroe & 18th NE,MONROE ST & 18TH ST,41.65437,-83.548562,,,,,,0
2198,Monroe & 18th SW,MONROE ST & 18TH ST,41.654807,-83.549911,,,,,,0
2199,Monroe & 19th NE,MONROE ST & 19TH ST,41.655039,-83.550011,,,,,,0
2200,Monroe & 21st SW,MONROE ST & 21ST ST,41.656236,-83.552919,,,,,,0
2201,Monroe & 22nd NE,MONROE ST & 22ND ST,41.656567,-83.553213,,,,,,0
2202,Monroe & Acres S,MONROE ST & ACRES RD,41.714148,-83.684552,,,,,,0
2203,Monroe & Algonquin NE,MONROE ST & ALGONQUIN PKWY,41.67873,-83.599642,,,,,,0
2204,Monroe & Algonquin SW,MONROE ST & ALGONQUIN PKWY,41.678763,-83.600287,,,,,,0
2205,Monroe & Bachelor NE,MONROE ST & TROWBRIDGE ST,41.665248,-83.571426,,,,,,0
2206,Monroe & Bachelor SE,MONROE ST & SMEAD AVE,41.665525,-83.572522,,,,,,0
2208,Monroe & Boydson NE,MONROE ST & BOYDSON DR,41.695209,-83.634504,,,,,,0
2209,Monroe & Bentbrook NE,MONROE ST & BENTBROOK DR,41.708914,-83.673491,,,,,,0
2210,Monroe & Cardinal NE,MONROE ST & CARDINAL ST,41.667474,-83.576135,,,,,,0
2211,Monroe & Corey Cove SE,MONROE ST & COREY CV,41.709273,-83.675497,,,,,,0
2212,Monroe & Central NE,MONROE ST & W CENTRAL AVE,41.677068,-83.596261,,,,,,0
2213,Monroe & Central SW,MONROE ST & W CENTRAL AVE,41.678006,-83.598576,,,,,,0
2214,Monroe & Cheltenham SW,MONROE ST & CHELTENHAM RD,41.684822,-83.612975,,,,,,0
2215,Monroe & Collingwood NE,MONROE ST & COLLINGWOOD BLVD,41.657263,-83.554561,,,,,,0
2216,Monroe & Corey NE,MONROE ST & COREY RD,41.710412,-83.678697,,,,,,0
2217,Monroe & Corey NW,MONROE ST & COREY RD,41.712401,-83.681588,,,,,,0
2218,Monroe & Carskaddon NE,MONROE ST & CARSKADDON AVE,41.684969,-83.6128,,,,,,0
2219,Monroe & Detroit NE,MONROE ST & N DETROIT AVE,41.664064,-83.568851,,,,,,0
2220,Monroe & Douglas NE,MONROE ST & DOUGLAS RD,41.680714,-83.603806,,,,,,0
2221,Monroe & Douglas SW,MONROE ST & DOUGLAS RD,41.680913,-83.604728,,,,,,0
2222,Monroe & Doris SW,MONROE ST & DORIS ST,41.676869,-83.59617,,,,,,0
2223,Monroe & Flanders SW,MONROE ST & FLANDERS RD,41.703017,-83.656031,,,,,,0
2224,Monroe & Gasser NE,MONROE ST & GASSER ST,41.669327,-83.580149,,,,,,0
2225,Monroe & Grantley NE,MONROE ST & GRANTLEY RD,41.684209,-83.611289,,,,,,0
2226,Monroe & Glenwood SW,MONROE ST & GLENWOOD AVE,41.660672,-83.562269,,,,,,0
2227,Monroe & Hoehler SW,MONROE ST & HOEHLER DR,41.674492,-83.591151,,,,,,0
2228,Monroe & Horace SW,MONROE ST & HORACE ST,41.663388,-83.567999,,,,,,0
2229,Monroe & Harvest NE,MONROE ST & HARVEST LN,41.694202,-83.632407,,,,,,0
2230,Monroe & Harvest SW,MONROE ST & HARVEST LN,41.694259,-83.633255,,,,,,0
2231,Monroe & Huron NE,MONROE ST & N HURON ST,41.649645,-83.538759,,,,,,0
2233,Monroe & Crary N,MONROE ST & CRARY DR,41.688263,-83.619822,,,,,,0
2234,Monroe & Rohr S,MONROE ST,41.688063,-83.619589,,,,,,0
2235,Monroe & Glasgow,MONROE ST & GLASGOW RD,41.715232,-83.692749,,,,,,0
2236,Monroe Laskey NE,MONROE ST & W LASKEY RD,41.704841,-83.660893,,,,,,0
2237,Monroe & Lawrence NW,MONROE ST & LAWRENCE AVE,41.6623,-83.565098,,,,,,0
2238,Monroe & Lawrence SW,MONROE ST & LAWRENCE AVE,41.662436,-83.565924,,,,,,0
2239,Monclova & Beck NE,MONCLOVA RD & BECK ST,41.558835,-83.676613,,,,,,0
2240,Monclova & May NE,MONCLOVA RD & MAY DR,41.558832,-83.678259,,,,,,0
2241,Monclova & May SW,MONCLOVA RD & MAY DR,41.558693,-83.678962,,,,,,0
2242,Monroe & N Cove NW,MONROE ST & N COVE BLVD,41.67269,-83.587103,,,,,,0
2243,Monroe & N Cove SW,MONROE ST & N COVE BLVD,41.673147,-83.588465,,,,,,0
2244,Monroe & Ontario NE,MONROE ST & N ONTARIO ST,41.650559,-83.54049,,,,,,0
2245,Monroe & Ontario SW,MONROE ST & N ONTARIO ST,41.650843,-83.541574,,,,,,0
2246,Monroe & Parkwood NE,MONROE ST & PARKWOOD AVE,41.658268,-83.556837,,,,,,0
2247,Monroe & Parkwood SW,MONROE ST & PARKWOOD AVE,41.658562,-83.557784,,,,,,0
2248,Monroe & Robinwood NE,MONROE ST & ROBINWOOD AVE,41.659722,-83.559806,,,,,,0
2249,Monroe & Richard Becker NW,MONROE ST & RICHARD L BECKER PL,41.715609,-83.703983,,,,,,0
2250,Monroe & Rathbun SW,MONROE ST & RATHBUN DR,41.675444,-83.593167,,,,,,0
2251,Monroe & Rosedale NE,MONROE ST & ROSEDALE AVE,41.670528,-83.582523,,,,,,0
2252,Monroe & Rosedale SW,MONROE ST & ROSEDALE AVE,41.670788,-83.583394,,,,,,0
2254,Monroe & Royer SW,MONROE ST & ROYER RD,41.696887,-83.638639,,,,,,0
2255,Monroe & Sadalia NE,MONROE ST & SADALIA RD,41.703989,-83.658301,,,,,,0
2256,Monroe & Sadalia SE,MONROE ST & SADALIA RD,41.703923,-83.658614,,,,,,0
2257,Monroe & Sherbrooke NE,MONROE ST & SHERBROOKE RD,41.679684,-83.601711,,,,,,0
2258,Monroe & South Cove NE,MONROE ST & S COVE BLVD,41.671101,-83.583815,,,,,,0
2259,Monroe & South Cove SW,MONROE ST & S COVE BLVD,41.672253,-83.586472,,,,,,0
2260,Monroe & Secor NW,MONROE ST & SECOR RD,41.690378,-83.624323,,,,,,0
2261,Monroe & Silvertown NW,MONROE ST & SILVERTOWN DR,41.708235,-83.671085,,,,,,0
2262,Monroe & Silvertown SW,MONROE ST & SILVERTOWN DR,41.708014,-83.670831,,,,,,0
2263,Monroe & Skelly NE,MONROE ST & SKELLY RD,41.70757,-83.668909,,,,,,0
2265,Monroe & Seckinger NE,MONROE ST & SECKINGER DR,41.687356,-83.61793,,,,,,0
2266,Monroe & Smead NE,MONROE ST & SMEAD AVE,41.666184,-83.573416,,,,,,0
2267,Monroe & Scottwood SW,MONROE ST & SCOTTWOOD AVE,41.659758,-83.560218,,,,,,0
2268,Monroe & Sylvania SW,MONROE ST & W SYLVANIA AVE,41.69093,-83.62592,,,,,,0
2269,Monroe & Talmadge NNW,MONROE ST & TALMADGE RD,41.700886,-83.649558,,,,,,0
2270,Monroe & Talmadge NW,MONROE ST & TALMADGE RD,41.699435,-83.645417,,,,,,0
2271,Monroe & Flanders N,MONROE ST & FLANDERS RD,41.701739,-83.652028,,,,,,0
2272,Monroe & Talmadge SE,MONROE ST & TALMADGE RD,41.698375,-83.64288,,,,,,0
2273,Monroe & Talmadge SW,MONROE ST & W SYLVANIA AVE,41.700514,-83.648928,,,,,,0
2274,Monroe & Trowbridge SW,MONROE ST & TROWBRIDGE ST,41.66848,-83.578546,,,,,,0
2275,Monroe & Woodmont NE,MONROE ST & WOODMONT RD,41.683378,-83.609489,,,,,,0
2276,Monroe & Woodmont SW,MONROE ST & WOODMONT RD,41.683477,-83.610129,,,,,,0
2277,Monroe & Wendover NE,MONROE ST & WENDOVER DR,41.682418,-83.607458,,,,,,0
2278,Monroe & Wendover SW,MONROE ST & WENDOVER DR,41.682362,-83.607776,,,,,,0
2279,Monroe & Whiteford NE,MONROE ST & WHITEFORD RD,41.705733,-83.663484,,,,,,0
2280,Monroe & Whiteford NW,MONROE ST & WHITEFORD RD,41.706751,-83.666419,,,,,,0
2281,Monroe & Whiteford SW,MONROE ST & WHITEFORD RD,41.706727,-83.666764,,,,,,0
2282,Monroe & Willis NE,MONROE ST & WILLIS BLVD,41.692459,-83.628769,,,,,,0
2283,Monroe & Willis SW,MONROE ST & WILLIS BLVD,41.692827,-83.629946,,,,,,0
2284,McTigue & Hal SE,MCTIGUE DR & HAL DR,41.639427,-83.676739,,,,,,0
2285,McTigue & Nebraska SE,MCTIGUE DR & NEBRASKA AVE,41.645479,-83.676799,,,,,,0
2286,McTigue & Sims SE,MCTIGUE DR & SIMS DR,41.641036,-83.676808,,,,,,0
2287,North Cove & Hoehler NE,N COVE BLVD & HOEHLER DR,41.672552,-83.591404,,,,,,0
2288,North Cove & Midwood NE,N COVE BLVD & KENWOOD BLVD,41.671026,-83.594575,,,,,,0
2289,North Cove & ProMedica Pkwy SW,N COVE BLVD & PROMEDICA PKWY,41.670722,-83.594955,,,,,,0
2290,North Cove & Upton NE,N COVE BLVD & UPTON AVE,41.672256,-83.588204,,,,,,0
2291,Nebraska & Ascot SW,NEBRASKA AVE & ASCOT AVE,41.645417,-83.605845,,,,,,0
2292,Nebraska & Brookley NE,NEBRASKA AVE & BROOKLEY BLVD,41.645571,-83.615172,,,,,,0
2293,Nebraska & Brown NE,NEBRASKA AVE & BROWN AVE,41.645578,-83.586683,,,,,,0
2294,Nebraska & Brown SE,NEBRASKA AVE & BROWN AVE,41.645478,-83.58669,,,,,,0
2295,Nebraska & Burbank NE,NEBRASKA AVE & BURBANK DR,41.645544,-83.608744,,,,,,0
2299,Nebraska & Collingwood NW,NEBRASKA AVE & COLLINGWOOD BLVD,41.645403,-83.554997,,,,,,0
2300,Nebraska & Collingwood SE,NEBRASKA AVE & COLLINGWOOD BLVD,41.645279,-83.554202,,,,,,0
2301,Nebraska & City Park NE,NEBRASKA AVE & CITY PARK AVE,41.645413,-83.556879,,,,,,0
2302,Nebraska & City Park SW,NEBRASKA AVE & CITY PARK AVE,41.645312,-83.557864,,,,,,0
2303,Nebraska & Cuthbert NE,NEBRASKA AVE & CUTHBERT RD,41.645593,-83.623189,,,,,,0
2305,Nebraska & Darrow NE,NEBRASKA AVE & DARROW AVE,41.645589,-83.604263,,,,,,0
2306,Nebraska & Detroit NE,NEBRASKA AVE & N DETROIT AVE,41.645607,-83.581652,,,,,,0
2307,Nebraska & Detroit NW,NEBRASKA AVE & N DETROIT AVE,41.645578,-83.584656,,,,,,0
2308,Nebraska & Detroit SW,NEBRASKA AVE & N DETROIT AVE,41.64548,-83.582989,,,,,,0
2309,Nebraska & Detroit SWW,NEBRASKA AVE & N DETROIT AVE,41.645473,-83.584888,,,,,,0
